,value_eur,overall,potential,age,shooting,passing,dribbling,defending,physic,num_pos,international_reputation,best_pos
1432,5500000,76,76,31,46,56,53,75,79,1,1,CB
1433,7000000,76,76,27,50,61,49,76,79,3,1,CB
1434,7000000,76,76,27,64,69,70,74,78,2,1,CDM
1435,5500000,76,76,31,63,75,77,71,72,3,1,LB
1436,2200000,76,76,35,54,71,73,75,65,2,1,RB
1437,5500000,76,76,31,40,54,51,76,78,2,1,CB
1438,2400000,76,76,35,53,63,61,74,83,1,1,CDM
1439,7000000,76,76,31,76,61,73,30,64,2,1,ST
1440,5500000,76,76,31,40,58,59,77,76,2,1,CB
1441,7000000,76,76,31,75,67,76,30,65,3,1,ST
1442,8000000,76,76,28,72,70,78,41,69,1,1,LM
1443,7500000,76,76,30,74,70,80,33,73,1,1,LM
1444,0,76,76,27,50,61,49,75,79,3,1,CB
1445,0,76,76,35,53,63,61,72,83,1,1,CDM
1446,0,76,76,31,76,61,73,33,64,2,1,ST
1447,0,76,76,38,78,81,77,36,59,1,2,LM
1448,0,76,76,33,47,54,49,76,83,1,2,CB
1449,0,76,76,31,56,69,77,72,68,1,2,RB
1450,13500000,75,89,19,65,75,75,71,76,2,1,CDM
1451,12000000,75,87,21,63,70,74,70,78,3,1,CM
1452,11500000,75,86,20,68,74,76,46,53,2,1,CAM
1453,11000000,75,86,19,67,68,75,64,62,3,1,LM
1454,11500000,75,86,20,62,73,73,69,74,2,1,CM
1455,11500000,75,86,20,62,73,79,34,58,1,1,RW
1456,11500000,75,86,20,72,66,80,37,59,2,1,LW
1457,10000000,75,86,19,35,67,70,75,74,1,1,CB
1458,11500000,75,86,22,68,65,77,32,67,1,1,LM
1459,11500000,75,86,22,76,68,77,40,62,3,1,ST
1460,11500000,75,86,20,72,64,75,27,71,1,1,ST
1461,10500000,75,85,22,76,72,75,40,49,3,1,RW
1462,11000000,75,85,20,70,68,75,57,73,1,1,LM
1463,10000000,75,85,20,60,71,77,70,77,3,1,RB
1464,11000000,75,85,21,69,71,76,45,57,2,1,LW
1465,10000000,75,85,20,35,59,56,75,71,3,1,CB
1466,11000000,75,85,20,67,66,79,47,63,3,1,LW
1467,10500000,75,85,19,69,69,76,32,57,1,1,RM
1468,10500000,75,84,23,76,58,76,27,69,1,1,ST
1469,10500000,75,84,23,70,62,72,41,81,1,1,ST
1470,10500000,75,84,22,61,70,75,70,75,3,1,LM
1471,9500000,75,84,21,59,70,76,68,67,3,1,RWB
1472,10000000,75,84,23,70,73,76,67,64,2,2,CM
1473,9500000,75,84,23,53,66,68,73,74,1,1,CB
1474,10000000,75,84,21,72,69,77,70,82,1,3,CM
1475,9500000,75,84,21,28,54,59,74,76,2,1,CB
1476,10500000,75,84,22,69,70,80,44,55,3,1,LM
1477,10500000,75,84,20,69,69,79,31,62,2,1,RM
1478,10500000,75,84,21,65,70,76,31,51,2,1,RM
1479,10500000,75,84,22,67,71,80,40,60,2,1,RW
1480,10500000,75,84,20,60,71,76,65,72,2,1,LM
1481,9500000,75,84,23,28,48,49,74,81,1,1,CB
1482,10000000,75,83,22,75,71,75,35,66,3,1,CF
1483,10000000,75,83,22,72,67,77,43,64,1,1,RM
1484,9000000,75,83,22,53,70,77,72,68,3,2,RB
1485,10000000,75,83,21,54,73,77,72,73,2,2,CM
1486,10000000,75,83,21,73,63,71,32,79,1,1,ST
1487,10000000,75,83,23,63,68,79,38,52,1,1,LM
1488,10000000,75,83,21,71,61,75,40,70,2,1,ST
1489,9000000,75,83,20,53,72,75,75,65,3,1,CDM
1490,10000000,75,83,21,71,62,79,39,67,3,1,RW
1491,10000000,75,83,21,68,69,80,35,65,1,1,LW
1492,8500000,75,82,25,32,50,58,73,78,1,1,CB
1493,9500000,75,82,23,77,73,75,46,72,1,1,RW
1494,9500000,75,82,23,67,71,78,57,61,1,1,LM
1495,8500000,75,82,23,51,58,63,74,74,3,2,CB
1496,9000000,75,82,24,67,69,76,68,75,2,2,CM
1497,8500000,75,82,23,47,64,74,71,72,1,1,LB
1498,8500000,75,82,24,62,69,72,73,73,3,1,CDM
1499,8500000,75,82,22,57,68,70,73,74,2,1,CDM
1500,9500000,75,82,24,66,72,77,48,62,1,1,CAM
1501,9500000,75,82,22,60,74,76,68,69,3,1,RM
1502,9500000,75,82,22,77,70,72,47,69,3,1,CAM
1503,9500000,75,82,21,62,73,76,65,69,3,1,CM
1504,9000000,75,82,22,62,69,76,71,78,3,1,CM
1505,8500000,75,82,22,49,64,69,72,80,2,1,RB
1506,9500000,75,82,21,74,66,78,28,62,2,1,ST
1507,9500000,75,82,22,73,72,74,32,68,2,1,RM
1508,9500000,75,82,21,71,71,71,61,73,2,1,CAM
1509,9500000,75,82,23,71,63,77,30,72,3,1,RM
1510,9500000,75,82,20,75,62,72,38,71,2,1,ST
1511,8500000,75,82,21,65,72,74,72,72,1,1,LB
1512,8500000,75,82,22,57,60,64,77,79,2,1,CDM
1513,8500000,75,82,24,23,43,40,77,74,3,1,CB
1514,9500000,75,81,22,75,72,76,48,70,3,1,CF
1515,8000000,75,81,24,38,54,59,75,77,1,1,CB
1516,9000000,75,81,24,73,66,78,18,66,2,1,RM
1517,9500000,75,81,22,73,66,72,41,69,1,1,ST
1518,8000000,75,81,24,48,54,60,76,71,1,1,CB
1519,9500000,75,81,24,74,68,78,29,55,3,1,ST
1520,9000000,75,81,23,70,64,81,36,63,3,1,LM
1521,9500000,75,81,23,76,65,79,30,64,3,2,ST
1522,9000000,75,81,24,63,73,74,67,64,1,1,CM
1523,9500000,75,81,22,73,58,73,40,69,1,1,ST
1524,8000000,75,81,25,38,53,47,76,74,1,1,CB
1525,8000000,75,81,23,31,57,59,75,72,2,1,CB
1526,9000000,75,81,23,63,74,78,69,77,1,1,CM
1527,9000000,75,81,23,73,73,78,44,49,3,1,CAM
1528,9000000,75,81,23,66,71,78,40,54,2,1,RM
1529,8500000,75,81,23,66,69,68,72,83,2,1,CDM
1530,8000000,75,81,22,42,66,66,76,71,2,1,RB
1531,9000000,75,81,23,64,73,76,66,53,2,2,CM
1532,8000000,75,81,25,47,49,57,76,76,1,1,CB
1533,8000000,75,81,23,39,59,64,74,79,1,1,CB
1534,9000000,75,81,24,65,74,72,38,66,2,1,RM
1535,8000000,75,81,25,73,71,70,73,71,2,1,CDM
1536,9000000,75,81,21,73,67,76,47,75,2,1,LM
1537,9000000,75,81,23,67,73,75,64,70,1,1,CM
1538,8000000,75,81,24,36,59,72,68,74,1,1,RB
1539,9000000,75,81,23,69,73,77,60,62,2,1,CAM
1540,8000000,75,81,21,48,65,69,75,76,2,1,RB
1541,8000000,75,81,22,33,46,58,73,78,1,1,CB
1542,8500000,75,81,21,39,53,59,75,71,1,1,CB
1543,8000000,75,81,23,48,68,77,70,73,1,1,LB
1544,8000000,75,81,24,41,48,54,75,77,1,1,CB
1545,9000000,75,81,22,65,72,76,73,70,2,1,CM
1546,8500000,75,81,21,60,64,68,73,83,3,1,CDM
1547,8500000,75,81,24,60,72,72,69,72,2,1,CDM
1548,8500000,75,80,25,67,71,73,68,77,2,1,CM
1549,9000000,75,80,24,68,70,78,33,58,3,1,CAM
1550,8000000,75,80,24,49,65,68,74,76,3,1,CDM
1551,8000000,75,80,24,57,69,71,72,72,1,1,RB
1552,8000000,75,80,25,45,66,64,74,73,1,1,RB
1553,9000000,75,80,24,66,71,81,38,66,2,1,CAM
1554,9000000,75,80,24,66,71,76,70,78,1,1,CM
1555,8000000,75,80,24,50,63,71,72,85,1,1,CDM
1556,8000000,75,80,26,40,60,66,74,85,2,1,CDM
1557,9000000,75,80,23,67,67,81,37,55,2,1,LW
1558,9000000,75,80,24,71,74,74,64,66,1,1,CM
1559,8000000,75,80,24,71,72,74,71,70,1,1,LB
1560,8000000,75,80,26,40,56,63,73,81,1,1,CB
1561,8000000,75,80,24,63,71,73,72,70,1,1,RB
1562,9000000,75,80,23,66,71,72,74,75,2,1,CM
1563,8000000,75,80,23,34,55,50,76,75,2,1,CB
1564,8000000,75,80,24,70,73,76,68,77,3,2,RB
1565,9000000,75,80,25,73,68,82,29,51,1,1,ST
1566,9000000,75,80,23,69,69,77,41,59,2,2,RM
1567,9000000,75,80,24,72,67,80,41,65,3,1,CAM
1568,9000000,75,80,25,76,63,74,43,75,2,1,ST
1569,9000000,75,80,23,70,70,80,29,67,1,1,LW
1570,8000000,75,80,24,54,76,80,72,61,1,1,CDM
1571,9000000,75,80,25,73,68,77,44,72,3,1,ST
1572,8000000,75,80,24,42,60,63,74,72,1,1,LB
1573,8000000,75,80,24,49,62,67,76,72,3,1,LB
1574,9000000,75,80,25,70,74,74,52,59,2,1,CAM
1575,8000000,75,80,23,32,51,55,75,74,1,1,CB
1576,8000000,75,80,24,63,67,65,75,76,2,1,CB
1577,8000000,75,80,23,68,71,71,69,81,2,1,CDM
1578,8000000,75,80,23,35,63,69,74,65,1,1,RB
1579,7500000,75,79,25,32,43,52,75,76,1,1,CB
1580,7500000,75,79,25,43,63,68,75,75,2,2,CB
1581,8500000,75,79,24,66,74,77,49,52,3,1,CAM
1582,8000000,75,79,24,61,70,74,72,71,2,1,CDM
1583,7500000,75,79,23,70,76,81,69,67,2,1,RB
1584,8500000,75,79,24,69,75,74,68,65,2,2,CM
1585,7500000,75,79,25,32,45,43,76,77,1,1,CB
1586,8500000,75,79,25,68,72,74,52,70,2,1,CAM
1587,8500000,75,79,24,70,70,76,63,77,3,1,CAM
1588,7500000,75,79,25,46,59,56,75,74,1,2,CB
1589,8000000,75,79,25,58,67,69,72,69,2,2,CDM
1590,8500000,75,79,25,74,52,67,27,79,1,1,ST
1591,8500000,75,79,24,70,69,81,35,59,2,1,LM
1592,8500000,75,79,25,74,53,67,27,77,1,1,ST
1593,8500000,75,79,24,73,70,76,30,67,3,1,LM
1594,8500000,75,79,24,72,69,76,30,67,3,1,RM
1595,8500000,75,79,24,67,74,84,41,67,1,2,LW
1596,8500000,75,79,24,69,68,78,26,55,2,1,LW
1597,7500000,75,79,26,41,53,56,75,77,1,1,CB
1598,8500000,75,79,23,66,77,75,63,67,1,2,CM
1599,8500000,75,79,25,75,58,72,36,68,1,1,ST
1600,8000000,75,79,24,65,69,71,72,76,2,1,CDM
1601,8000000,75,78,25,63,73,70,71,74,3,1,CM
1602,8500000,75,78,26,77,61,67,41,76,1,2,ST
1603,8000000,75,78,26,60,71,78,60,75,2,1,CM
1604,8000000,75,78,25,62,73,74,67,76,2,1,CM
1605,7500000,75,78,27,66,68,68,70,78,2,1,CDM
1606,7000000,75,78,27,48,62,66,73,78,1,1,CB
1607,8000000,75,78,26,67,72,75,76,78,1,2,CM
1608,7500000,75,78,25,64,68,73,72,74,2,1,LWB
1609,7500000,75,78,26,58,69,72,70,77,2,1,CDM
1610,8500000,75,78,26,72,58,70,27,76,1,1,ST
1611,7500000,75,78,25,62,76,76,71,76,3,2,LWB
1612,8500000,75,78,24,68,72,77,50,60,2,1,LM
1613,8500000,75,78,26,73,70,79,49,66,2,1,CAM
1614,8500000,75,78,25,69,74,76,37,49,3,1,CAM
1615,7000000,75,78,26,61,69,75,71,78,3,1,RB
1616,8500000,75,78,25,73,69,78,51,70,3,1,CF
1617,7500000,75,78,25,56,61,63,74,80,2,1,CDM
1618,8500000,75,78,26,71,55,74,23,66,1,1,ST
1619,8000000,75,78,25,70,76,74,61,67,2,1,CM
1620,8000000,75,78,25,63,71,76,61,70,2,1,CM
1621,8500000,75,78,25,72,73,76,52,60,1,1,RM
1622,8500000,75,78,26,72,75,78,34,62,3,1,CAM
1623,8500000,75,78,25,71,69,77,38,68,3,1,LW
1624,8000000,75,78,25,68,77,72,63,54,3,1,CM
1625,8500000,75,78,26,75,60,69,38,82,1,2,ST
1626,8000000,75,78,25,59,66,74,73,73,2,1,CM
1627,8500000,75,78,24,74,64,80,45,63,3,1,RM
1628,7500000,75,78,25,63,72,76,69,69,2,1,CDM
1629,8500000,75,78,24,73,71,77,45,64,1,1,RM
1630,7000000,75,78,26,63,68,76,68,55,2,1,LB
1631,8000000,75,78,25,67,69,69,70,74,2,1,CM
1632,7500000,75,78,27,51,66,68,75,77,2,1,CDM
1633,8500000,75,78,25,59,70,75,73,66,2,2,RM
1634,8500000,75,78,25,74,62,73,37,76,2,1,ST
1635,8500000,75,78,25,73,69,79,36,44,3,1,RW
1636,8500000,75,78,25,76,57,69,32,70,1,2,ST
1637,7000000,75,78,26,49,65,70,71,71,1,1,LB
1638,8000000,75,78,25,76,76,77,49,67,3,1,CM
1639,8500000,75,78,25,70,68,74,33,69,2,1,RM
1640,7000000,75,78,26,61,75,75,69,75,1,1,RB
1641,8000000,75,78,26,67,70,76,67,49,2,1,CM
1642,8000000,75,77,26,74,74,78,36,57,2,1,CAM
1643,7000000,75,77,26,60,72,73,70,81,2,1,RB
1644,7000000,75,77,26,55,68,71,74,70,2,1,LB
1645,7000000,75,77,26,32,55,65,75,71,2,1,CB
1646,8000000,75,77,26,69,74,78,55,50,2,1,CAM
1647,8000000,75,77,26,63,73,72,76,76,1,2,CM
1648,7000000,75,77,25,36,62,72,71,69,3,1,LWB
1649,7000000,75,77,27,60,66,65,75,74,2,1,CB
1650,7000000,75,77,26,53,66,75,69,71,1,1,LB
1651,7000000,75,77,25,38,52,59,75,79,1,1,CB
1652,7000000,75,77,26,35,50,58,76,75,2,2,CB
1653,7000000,75,77,26,63,72,67,76,74,2,1,LB
1654,6500000,75,76,29,52,53,54,76,73,1,2,CB
1655,6500000,75,76,29,44,60,61,75,71,3,2,CB
1656,6500000,75,76,28,41,46,38,75,81,1,1,CB
1657,6500000,75,76,29,34,65,62,76,79,2,1,CB
1658,6500000,75,76,27,55,71,76,69,73,1,1,RB
1659,8000000,75,76,26,70,71,77,57,77,3,2,LM
1660,8000000,75,76,26,70,70,80,37,57,3,1,LM
1661,6500000,75,76,27,67,73,76,68,79,1,1,RB
1662,8000000,75,76,26,75,67,73,38,70,1,2,ST
1663,7500000,75,76,27,64,71,80,58,72,3,1,CM
1664,8000000,75,76,27,76,72,79,44,59,3,2,ST
1665,7500000,75,76,27,73,72,74,64,72,3,1,CAM
1666,8000000,75,76,26,71,72,78,25,62,2,2,LW
1667,6500000,75,76,27,40,63,67,76,72,2,1,CB
1668,6500000,75,76,27,66,69,74,71,71,2,1,RB
1669,8000000,75,76,26,70,74,76,40,57,3,1,CAM
1670,6500000,75,76,28,65,70,73,73,76,3,1,CDM
1671,6500000,75,76,28,44,51,49,75,79,1,1,CB
1672,7500000,75,76,27,69,75,78,50,61,3,1,CAM
1673,6500000,75,76,29,34,49,54,77,77,1,1,CB
1674,8000000,75,76,26,71,73,80,38,61,1,1,LW
1675,7000000,75,76,26,48,67,69,71,79,2,2,LB
1676,8000000,75,76,27,77,55,66,34,68,1,1,ST
1677,6500000,75,76,28,20,44,54,75,80,1,1,CB
1678,8000000,75,76,26,68,75,77,39,55,3,2,CAM
1679,7500000,75,76,27,70,74,76,65,70,2,1,CAM
1680,7000000,75,76,26,65,72,74,69,72,3,1,LWB
1681,7000000,75,76,26,38,64,75,73,69,1,2,RB
1682,8000000,75,76,25,73,69,79,42,70,2,2,RW
1683,0,75,76,29,38,61,58,77,74,1,1,CB
1684,6500000,75,76,27,54,68,75,71,69,1,1,RB
1685,6500000,75,76,27,34,63,62,77,64,1,1,RB
1686,6500000,75,76,28,59,66,68,71,72,2,1,CDM
1687,8000000,75,76,26,64,75,80,54,61,3,1,CAM
1688,8000000,75,76,26,67,69,79,49,56,3,1,RM
1689,8000000,75,76,26,72,68,78,41,62,2,1,ST
1690,8000000,75,76,26,75,68,75,46,64,2,1,ST
1691,8000000,75,76,27,70,67,75,53,76,2,1,ST
1692,8000000,75,76,26,66,69,75,59,71,1,1,RW
1693,7500000,75,76,27,68,71,71,71,73,3,1,CM
1694,8000000,75,76,26,68,68,75,58,75,3,1,RM
1695,0,75,75,40,77,73,75,37,64,1,3,ST
1696,4200000,75,75,33,78,73,78,32,66,2,2,ST
1697,3200000,75,75,34,59,76,72,69,71,1,2,CM
1698,2600000,75,75,34,52,65,70,72,81,1,2,CDM
1699,2500000,75,75,34,44,67,64,75,71,2,1,CB
1700,2000000,75,75,35,34,41,55,76,72,1,2,CB
1701,3200000,75,75,34,67,72,70,71,70,2,2,CM
1702,2000000,75,75,35,44,61,59,74,78,1,2,CB
1703,2300000,75,75,34,56,70,71,79,70,2,3,RB
1704,2300000,75,75,34,63,72,76,73,70,1,2,RB
1705,3400000,75,75,34,79,74,75,46,77,3,3,CAM
1706,2900000,75,75,35,71,78,76,47,77,2,1,RM
1707,6500000,75,75,28,69,77,74,47,51,2,1,CAM
1708,2900000,75,75,35,65,76,76,40,62,1,2,CAM
1709,4300000,75,75,32,40,48,47,76,65,1,2,CB
1710,2800000,75,75,35,70,80,71,48,60,3,2,CM
1711,2100000,75,75,35,55,65,69,75,79,1,2,CDM
1712,2600000,75,75,34,64,71,71,74,74,1,2,CDM
1713,3200000,75,75,33,68,65,67,74,82,2,1,CDM
1714,2300000,75,75,34,68,77,75,76,59,1,3,LB
1715,2500000,75,75,34,31,61,64,76,75,1,2,CB
1716,4000000,75,75,33,73,73,76,46,53,3,2,CAM
1717,4000000,75,75,33,70,75,76,60,67,2,2,RM
1718,3100000,75,75,33,33,52,55,76,73,1,2,CB
1719,5000000,75,75,32,69,77,76,66,62,2,2,CM
1720,2600000,75,75,34,61,67,69,74,71,3,1,CDM
1721,4200000,75,75,33,73,68,75,43,71,1,2,ST
1722,6000000,75,75,30,61,71,74,73,78,1,1,CM
1723,4100000,75,75,32,52,67,70,73,74,2,1,RB
1724,6000000,75,75,31,68,73,74,76,75,2,2,RM
1725,6000000,75,75,31,67,72,79,30,39,1,2,CAM
1726,5000000,75,75,32,68,72,70,65,77,3,2,CM
1727,5500000,75,75,30,73,75,79,69,74,2,2,LB
1728,4300000,75,75,32,55,60,57,76,72,1,1,CB
1729,4400000,75,75,32,51,65,65,74,76,2,1,CDM
1730,5000000,75,75,32,65,75,69,66,66,1,1,CM
1731,4300000,75,75,32,34,57,62,76,70,1,1,CB
1732,3900000,75,75,33,69,77,78,58,62,2,2,CM
1733,5500000,75,75,31,66,76,74,70,68,2,2,CM
1734,4000000,75,75,33,65,71,76,53,74,2,2,RM
1735,3100000,75,75,33,45,51,52,75,80,1,2,CB
1736,5500000,75,75,32,74,68,72,46,76,2,2,ST
1737,3500000,75,75,34,77,66,74,38,66,1,2,ST
1738,6500000,75,75,29,72,59,70,30,82,1,2,ST
1739,6500000,75,75,29,74,59,71,33,77,2,1,ST
1740,6500000,75,75,30,68,71,82,37,61,3,2,CAM
1741,0,75,75,36,79,67,67,28,70,1,2,ST
1742,3500000,75,75,34,73,60,70,39,80,1,2,ST
1743,5500000,75,75,30,57,67,71,72,81,1,2,CDM
1744,5500000,75,75,31,71,72,71,71,72,2,1,CM
1745,4300000,75,75,32,53,55,55,77,75,1,1,CB
1746,4900000,75,75,31,32,57,58,78,70,1,2,CB
1747,4900000,75,75,31,59,65,70,74,74,2,1,CB
1748,6500000,75,75,30,77,61,67,44,80,1,2,ST
1749,3200000,75,75,33,58,70,68,74,73,2,2,CDM
1750,5500000,75,75,29,53,71,65,75,75,3,2,CB
1751,5000000,75,75,32,70,73,80,44,48,3,2,RM
1752,6000000,75,75,31,76,65,65,20,78,1,3,ST
1753,5500000,75,75,30,55,65,68,75,79,2,1,CDM
1754,4900000,75,75,31,29,48,43,77,73,1,2,CB
1755,5500000,75,75,30,38,50,56,74,79,1,1,CB
1756,7000000,75,75,28,74,61,65,32,72,1,3,ST
1757,4900000,75,75,31,33,53,47,76,72,1,2,CB
1758,6500000,75,75,29,70,72,73,72,79,1,2,CM
1759,5500000,75,75,29,58,66,73,77,67,2,2,LB
1760,6500000,75,75,30,74,70,71,43,69,2,2,ST
1761,3900000,75,75,33,69,74,77,58,67,3,1,CM
1762,6500000,75,75,29,65,72,75,73,73,2,2,CM
1763,6500000,75,75,29,68,73,70,70,69,1,1,CM
1764,4300000,75,75,32,32,57,49,74,80,1,2,CB
1765,5500000,75,75,29,56,69,73,73,71,2,2,LB
1766,6500000,75,75,28,66,78,68,70,62,1,1,CM
1767,6500000,75,75,29,75,75,78,34,63,3,2,CAM
1768,5500000,75,75,29,74,76,76,65,69,2,1,LWB
1769,5500000,75,75,29,44,59,50,73,76,1,1,CB
1770,6500000,75,75,29,69,58,72,28,75,1,2,ST
1771,5500000,75,75,30,60,71,69,70,78,2,1,CDM
1772,5500000,75,75,30,41,58,45,75,78,1,1,CB
1773,4800000,75,75,31,54,73,75,72,72,2,2,RB
1774,6500000,75,75,28,70,71,75,43,70,2,1,RM
1775,6000000,75,75,28,60,73,73,74,65,2,2,CDM
1776,6500000,75,75,28,66,72,76,71,76,2,1,CM
1777,5500000,75,75,30,60,72,73,72,69,1,1,RB
1778,6000000,75,75,31,76,58,73,29,67,1,1,ST
1779,6500000,75,75,30,69,69,79,34,75,3,2,LM
1780,6500000,75,75,30,75,59,68,31,77,1,1,ST
1781,6500000,75,75,30,70,75,77,34,60,3,2,CAM
1782,5500000,75,75,30,62,72,73,75,75,1,1,RB
1783,5500000,75,75,30,59,72,71,74,75,3,2,LWB
1784,6500000,75,75,29,70,73,75,36,55,2,1,LM
1785,5500000,75,75,28,58,71,73,74,69,2,2,RB
1786,6500000,75,75,29,73,55,69,35,79,1,1,ST
1787,6000000,75,75,31,73,59,67,41,79,1,2,ST
1788,6500000,75,75,29,75,65,73,43,66,3,1,ST
1789,0,75,75,30,76,59,67,38,72,1,2,ST
1790,6500000,75,75,28,73,70,76,40,64,2,2,RM
1791,5500000,75,75,29,62,66,70,76,75,2,1,CDM
1792,6000000,75,75,28,40,53,58,77,70,1,1,CB
1793,6000000,75,75,28,69,74,78,71,70,2,1,CDM
1794,3200000,75,75,33,65,68,73,70,77,2,1,CDM
1795,5500000,75,75,30,51,68,72,73,75,2,1,LB
1796,6500000,75,75,28,71,63,76,34,73,3,1,LM
1797,5500000,75,75,30,41,51,63,76,72,1,1,CB
1798,5500000,75,75,28,61,70,74,71,74,2,1,RB
1799,6000000,75,75,30,72,73,73,72,75,2,1,CM
1800,6500000,75,75,29,66,70,79,40,51,1,1,LM
1801,6000000,75,75,28,67,70,77,72,72,2,2,CDM
1802,6500000,75,75,28,68,72,70,75,78,3,2,CM
1803,5500000,75,75,30,50,70,54,77,67,2,2,CB
1804,6500000,75,75,30,74,63,74,35,72,1,2,ST
1805,3400000,75,75,34,69,73,80,61,61,3,2,CAM
1806,5500000,75,75,30,61,68,69,75,75,2,3,CDM
1807,7000000,75,75,28,74,69,76,35,75,1,2,ST
1808,5500000,75,75,30,58,68,69,75,72,1,2,CDM
1809,7000000,75,75,28,72,59,74,29,62,1,2,ST
1810,6500000,75,75,29,71,65,70,75,81,2,1,CM
1811,6000000,75,75,28,62,72,71,68,72,2,1,CDM
1812,4000000,75,75,33,71,74,77,61,62,2,1,CAM
1813,6500000,75,75,28,65,71,78,52,70,3,1,CAM
1814,5000000,75,75,32,71,76,73,24,69,2,2,LM
1815,4100000,75,75,32,49,66,70,72,65,2,2,LB
1816,6500000,75,75,28,70,73,76,58,65,3,1,LM
1817,5500000,75,75,29,43,58,60,75,77,1,2,CB
1818,4800000,75,75,31,60,70,76,70,70,1,1,LB
1819,3400000,75,75,34,69,73,76,47,67,2,2,CAM
1820,3000000,75,75,33,53,70,70,71,72,2,1,RB
1821,6500000,75,75,29,77,57,68,37,69,1,1,ST
1822,3400000,75,75,34,63,71,79,64,64,3,1,RW
1823,7000000,75,75,27,74,70,76,45,72,1,2,ST
1824,5500000,75,75,29,47,66,68,74,77,2,1,CB
1825,7000000,75,75,28,75,66,77,29,66,3,1,ST
1826,6500000,75,75,30,75,67,75,30,67,1,1,ST
1827,7000000,75,75,27,72,65,77,39,67,2,1,RM
1828,4900000,75,75,31,39,55,51,74,77,1,1,CB
1829,6500000,75,75,29,63,72,77,40,57,3,1,CAM
1830,6000000,75,75,27,55,70,74,73,71,2,1,CDM
1831,5500000,75,75,30,55,65,71,78,70,2,2,RB
1832,5500000,75,75,30,61,73,73,75,74,1,1,RB
1833,6500000,75,75,29,73,68,76,48,73,3,1,LM
1834,6500000,75,75,28,69,76,78,43,49,2,2,CAM
1835,6500000,75,75,29,76,59,70,38,67,1,1,ST
1836,6500000,75,75,28,66,69,77,51,65,2,1,RM
1837,6500000,75,75,28,67,75,78,66,63,2,1,CM
1838,7000000,75,75,27,68,74,76,70,75,3,1,RM
1839,6500000,75,75,29,73,74,76,47,75,3,2,LW
1840,6500000,75,75,29,72,72,78,31,62,3,2,LM
1841,7000000,75,75,28,74,60,66,33,77,1,2,ST
1842,7000000,75,75,28,74,63,69,32,79,1,1,ST
1843,7000000,75,75,27,72,78,76,43,63,2,2,LW
1844,6500000,75,75,28,67,73,72,72,71,1,1,CM
1845,5500000,75,75,29,64,74,75,69,75,3,2,RB
1846,6000000,75,75,30,69,73,71,71,78,2,2,CM
1847,6500000,75,75,28,64,70,80,63,70,2,1,CM
1848,5500000,75,75,29,61,69,69,75,79,3,2,RB
1849,6500000,75,75,28,71,67,75,38,63,2,1,RW
1850,6500000,75,75,29,76,66,76,36,77,2,1,ST
1851,7000000,75,75,27,70,64,82,44,66,2,1,LM
1852,3200000,75,75,33,60,66,71,72,78,2,1,CDM
1853,6500000,75,75,29,75,71,73,38,67,1,2,ST
1854,7000000,75,75,28,76,59,74,36,62,1,1,ST
1855,6500000,75,75,28,70,75,76,60,65,1,2,CM
1856,4900000,75,75,31,35,45,51,75,82,1,2,CB
1857,6500000,75,75,28,75,73,77,43,67,2,1,LM
1858,6000000,75,75,31,75,69,75,43,67,3,1,ST
1859,5500000,75,75,29,65,69,73,73,75,2,1,LB
1860,5500000,75,75,30,49,65,64,75,74,1,1,CB
1861,5000000,75,75,32,68,73,72,67,77,2,1,CM
1862,6000000,75,75,27,57,72,73,71,71,2,1,LB
1863,7000000,75,75,28,75,65,72,36,72,3,1,ST
1864,6500000,75,75,28,70,74,76,54,69,3,1,RM
1865,5000000,75,75,31,53,68,66,74,70,2,1,CDM
1866,6500000,75,75,30,74,69,77,35,75,3,1,LM
1867,7000000,75,75,26,74,68,79,38,67,3,1,LM
1868,6500000,75,75,29,73,80,73,71,71,3,1,CAM
1869,4000000,75,75,33,78,77,73,35,61,3,1,RM
1870,7000000,75,75,28,76,65,67,38,72,1,2,ST
1871,7000000,75,75,27,63,72,75,56,75,2,1,RM
1872,5500000,75,75,32,73,68,79,47,70,3,2,ST
1873,4100000,75,75,32,63,69,72,72,75,1,1,LB
1874,7000000,75,75,27,70,65,78,36,65,3,1,RM
1875,7000000,75,75,27,68,68,80,29,56,2,2,RM
1876,5500000,75,75,29,61,68,69,72,79,2,1,CDM
1877,6500000,75,75,28,70,67,77,33,62,2,1,LM
1878,5500000,75,75,30,43,54,57,76,76,1,1,CB
1879,5500000,75,75,30,61,67,72,71,80,1,1,LB
1880,5500000,75,75,30,35,55,59,76,75,1,1,CB
1881,6500000,75,75,29,75,61,66,39,79,1,1,ST
1882,5500000,75,75,30,62,66,73,69,81,1,1,RB
1883,7000000,75,75,28,75,54,71,39,75,1,1,ST
1884,0,75,75,29,55,66,68,72,72,2,1,CDM
1885,6000000,75,75,28,60,64,66,73,80,2,1,CDM
1886,4900000,75,75,31,41,56,61,75,76,1,1,CB
1887,6500000,75,75,28,76,65,80,47,64,2,1,RW
1888,7000000,75,75,27,65,73,77,63,67,3,1,RM
1889,6000000,75,75,30,72,77,71,65,67,2,1,CM
1890,5500000,75,75,29,68,71,74,74,72,2,1,CDM
1891,7000000,75,75,27,62,75,76,66,81,3,1,CM
1892,6000000,75,75,27,56,70,69,73,66,2,1,LB
1893,4900000,75,75,31,50,61,59,73,77,2,1,CB
