value_eur,overall,potential,age,shooting,passing,dribbling,defending,physic,num_pos,international_reputation,best_pos
10500000,75,84,22,67,71,80,40,60,2,1,RW
10500000,75,84,20,60,71,76,65,72,2,1,LM
9500000,75,84,23,28,48,49,74,81,1,1,CB
10000000,75,83,22,75,71,75,35,66,3,1,CF
10000000,75,83,22,72,67,77,43,64,1,1,RM
9000000,75,83,22,53,70,77,72,68,3,2,RB
10000000,75,83,21,54,73,77,72,73,2,2,CM
10000000,75,83,21,73,63,71,32,79,1,1,ST
10000000,75,83,23,63,68,79,38,52,1,1,LM
10000000,75,83,21,71,61,75,40,70,2,1,ST
9000000,75,83,20,53,72,75,75,65,3,1,CDM
10000000,75,83,21,71,62,79,39,67,3,1,RW
10000000,75,83,21,68,69,80,35,65,1,1,LW
8500000,75,82,25,32,50,58,73,78,1,1,CB
9500000,75,82,23,77,73,75,46,72,1,1,RW
9500000,75,82,23,67,71,78,57,61,1,1,LM
8500000,75,82,23,51,58,63,74,74,3,2,CB
9000000,75,82,24,67,69,76,68,75,2,2,CM
8500000,75,82,23,47,64,74,71,72,1,1,LB
8500000,75,82,24,62,69,72,73,73,3,1,CDM
8500000,75,82,22,57,68,70,73,74,2,1,CDM
9500000,75,82,24,66,72,77,48,62,1,1,CAM
9500000,75,82,22,60,74,76,68,69,3,1,RM
9500000,75,82,22,77,70,72,47,69,3,1,CAM
9500000,75,82,21,62,73,76,65,69,3,1,CM
9000000,75,82,22,62,69,76,71,78,3,1,CM
8500000,75,82,22,49,64,69,72,80,2,1,RB
9500000,75,82,21,74,66,78,28,62,2,1,ST
9500000,75,82,22,73,72,74,32,68,2,1,RM
9500000,75,82,21,71,71,71,61,73,2,1,CAM
9500000,75,82,23,71,63,77,30,72,3,1,RM
9500000,75,82,20,75,62,72,38,71,2,1,ST
8500000,75,82,21,65,72,74,72,72,1,1,LB
8500000,75,82,22,57,60,64,77,79,2,1,CDM
8500000,75,82,24,23,43,40,77,74,3,1,CB
9500000,75,81,22,75,72,76,48,70,3,1,CF
8000000,75,81,24,38,54,59,75,77,1,1,CB
9000000,75,81,24,73,66,78,18,66,2,1,RM
9500000,75,81,22,73,66,72,41,69,1,1,ST
8000000,75,81,24,48,54,60,76,71,1,1,CB
9500000,75,81,24,74,68,78,29,55,3,1,ST
9000000,75,81,23,70,64,81,36,63,3,1,LM
9500000,75,81,23,76,65,79,30,64,3,2,ST
9000000,75,81,24,63,73,74,67,64,1,1,CM
9500000,75,81,22,73,58,73,40,69,1,1,ST
8000000,75,81,25,38,53,47,76,74,1,1,CB
8000000,75,81,23,31,57,59,75,72,2,1,CB
9000000,75,81,23,63,74,78,69,77,1,1,CM
9000000,75,81,23,73,73,78,44,49,3,1,CAM
9000000,75,81,23,66,71,78,40,54,2,1,RM
8500000,75,81,23,66,69,68,72,83,2,1,CDM
8000000,75,81,22,42,66,66,76,71,2,1,RB
9000000,75,81,23,64,73,76,66,53,2,2,CM
8000000,75,81,25,47,49,57,76,76,1,1,CB
8000000,75,81,23,39,59,64,74,79,1,1,CB
9000000,75,81,24,65,74,72,38,66,2,1,RM
8000000,75,81,25,73,71,70,73,71,2,1,CDM
9000000,75,81,21,73,67,76,47,75,2,1,LM
9000000,75,81,23,67,73,75,64,70,1,1,CM
8000000,75,81,24,36,59,72,68,74,1,1,RB
9000000,75,81,23,69,73,77,60,62,2,1,CAM
8000000,75,81,21,48,65,69,75,76,2,1,RB
8000000,75,81,22,33,46,58,73,78,1,1,CB
8500000,75,81,21,39,53,59,75,71,1,1,CB
8000000,75,81,23,48,68,77,70,73,1,1,LB
8000000,75,81,24,41,48,54,75,77,1,1,CB
9000000,75,81,22,65,72,76,73,70,2,1,CM
8500000,75,81,21,60,64,68,73,83,3,1,CDM
8500000,75,81,24,60,72,72,69,72,2,1,CDM
8500000,75,80,25,67,71,73,68,77,2,1,CM
9000000,75,80,24,68,70,78,33,58,3,1,CAM
8000000,75,80,24,49,65,68,74,76,3,1,CDM
8000000,75,80,24,57,69,71,72,72,1,1,RB
8000000,75,80,25,45,66,64,74,73,1,1,RB
9000000,75,80,24,66,71,81,38,66,2,1,CAM
9000000,75,80,24,66,71,76,70,78,1,1,CM
8000000,75,80,24,50,63,71,72,85,1,1,CDM
8000000,75,80,26,40,60,66,74,85,2,1,CDM
9000000,75,80,23,67,67,81,37,55,2,1,LW
9000000,75,80,24,71,74,74,64,66,1,1,CM
8000000,75,80,24,71,72,74,71,70,1,1,LB
8000000,75,80,26,40,56,63,73,81,1,1,CB
8000000,75,80,24,63,71,73,72,70,1,1,RB
9000000,75,80,23,66,71,72,74,75,2,1,CM
8000000,75,80,23,34,55,50,76,75,2,1,CB
8000000,75,80,24,70,73,76,68,77,3,2,RB
9000000,75,80,25,73,68,82,29,51,1,1,ST
9000000,75,80,23,69,69,77,41,59,2,2,RM
9000000,75,80,24,72,67,80,41,65,3,1,CAM
9000000,75,80,25,76,63,74,43,75,2,1,ST
9000000,75,80,23,70,70,80,29,67,1,1,LW
8000000,75,80,24,54,76,80,72,61,1,1,CDM
9000000,75,80,25,73,68,77,44,72,3,1,ST
8000000,75,80,24,42,60,63,74,72,1,1,LB
8000000,75,80,24,49,62,67,76,72,3,1,LB
9000000,75,80,25,70,74,74,52,59,2,1,CAM
8000000,75,80,23,32,51,55,75,74,1,1,CB
8000000,75,80,24,63,67,65,75,76,2,1,CB
8000000,75,80,23,68,71,71,69,81,2,1,CDM
8000000,75,80,23,35,63,69,74,65,1,1,RB
7500000,75,79,25,32,43,52,75,76,1,1,CB
7500000,75,79,25,43,63,68,75,75,2,2,CB
8500000,75,79,24,66,74,77,49,52,3,1,CAM
8000000,75,79,24,61,70,74,72,71,2,1,CDM
7500000,75,79,23,70,76,81,69,67,2,1,RB
8500000,75,79,24,69,75,74,68,65,2,2,CM
7500000,75,79,25,32,45,43,76,77,1,1,CB
8500000,75,79,25,68,72,74,52,70,2,1,CAM
8500000,75,79,24,70,70,76,63,77,3,1,CAM
7500000,75,79,25,46,59,56,75,74,1,2,CB
8000000,75,79,25,58,67,69,72,69,2,2,CDM
8500000,75,79,25,74,52,67,27,79,1,1,ST
8500000,75,79,24,70,69,81,35,59,2,1,LM
8500000,75,79,25,74,53,67,27,77,1,1,ST
8500000,75,79,24,73,70,76,30,67,3,1,LM
8500000,75,79,24,72,69,76,30,67,3,1,RM
8500000,75,79,24,67,74,84,41,67,1,2,LW
8500000,75,79,24,69,68,78,26,55,2,1,LW
7500000,75,79,26,41,53,56,75,77,1,1,CB
8500000,75,79,23,66,77,75,63,67,1,2,CM
8500000,75,79,25,75,58,72,36,68,1,1,ST
8000000,75,79,24,65,69,71,72,76,2,1,CDM
8000000,75,78,25,63,73,70,71,74,3,1,CM
8500000,75,78,26,77,61,67,41,76,1,2,ST
8000000,75,78,26,60,71,78,60,75,2,1,CM
8000000,75,78,25,62,73,74,67,76,2,1,CM
7500000,75,78,27,66,68,68,70,78,2,1,CDM
7000000,75,78,27,48,62,66,73,78,1,1,CB
8000000,75,78,26,67,72,75,76,78,1,2,CM
7500000,75,78,25,64,68,73,72,74,2,1,LWB
7500000,75,78,26,58,69,72,70,77,2,1,CDM
8500000,75,78,26,72,58,70,27,76,1,1,ST
7500000,75,78,25,62,76,76,71,76,3,2,LWB
8500000,75,78,24,68,72,77,50,60,2,1,LM
8500000,75,78,26,73,70,79,49,66,2,1,CAM
8500000,75,78,25,69,74,76,37,49,3,1,CAM
7000000,75,78,26,61,69,75,71,78,3,1,RB
8500000,75,78,25,73,69,78,51,70,3,1,CF
7500000,75,78,25,56,61,63,74,80,2,1,CDM
8500000,75,78,26,71,55,74,23,66,1,1,ST
8000000,75,78,25,70,76,74,61,67,2,1,CM
8000000,75,78,25,63,71,76,61,70,2,1,CM
8500000,75,78,25,72,73,76,52,60,1,1,RM
8500000,75,78,26,72,75,78,34,62,3,1,CAM
8500000,75,78,25,71,69,77,38,68,3,1,LW
8000000,75,78,25,68,77,72,63,54,3,1,CM
8500000,75,78,26,75,60,69,38,82,1,2,ST
8000000,75,78,25,59,66,74,73,73,2,1,CM
8500000,75,78,24,74,64,80,45,63,3,1,RM
7500000,75,78,25,63,72,76,69,69,2,1,CDM
8500000,75,78,24,73,71,77,45,64,1,1,RM
7000000,75,78,26,63,68,76,68,55,2,1,LB
8000000,75,78,25,67,69,69,70,74,2,1,CM
7500000,75,78,27,51,66,68,75,77,2,1,CDM
8500000,75,78,25,59,70,75,73,66,2,2,RM
8500000,75,78,25,74,62,73,37,76,2,1,ST
8500000,75,78,25,73,69,79,36,44,3,1,RW
8500000,75,78,25,76,57,69,32,70,1,2,ST
7000000,75,78,26,49,65,70,71,71,1,1,LB
8000000,75,78,25,76,76,77,49,67,3,1,CM
8500000,75,78,25,70,68,74,33,69,2,1,RM
7000000,75,78,26,61,75,75,69,75,1,1,RB
8000000,75,78,26,67,70,76,67,49,2,1,CM
8000000,75,77,26,74,74,78,36,57,2,1,CAM
7000000,75,77,26,60,72,73,70,81,2,1,RB
7000000,75,77,26,55,68,71,74,70,2,1,LB
7000000,75,77,26,32,55,65,75,71,2,1,CB
8000000,75,77,26,69,74,78,55,50,2,1,CAM
8000000,75,77,26,63,73,72,76,76,1,2,CM
7000000,75,77,25,36,62,72,71,69,3,1,LWB
7000000,75,77,27,60,66,65,75,74,2,1,CB
7000000,75,77,26,53,66,75,69,71,1,1,LB
7000000,75,77,25,38,52,59,75,79,1,1,CB
7000000,75,77,26,35,50,58,76,75,2,2,CB
7000000,75,77,26,63,72,67,76,74,2,1,LB
6500000,75,76,29,52,53,54,76,73,1,2,CB
6500000,75,76,29,44,60,61,75,71,3,2,CB
6500000,75,76,28,41,46,38,75,81,1,1,CB
6500000,75,76,29,34,65,62,76,79,2,1,CB
6500000,75,76,27,55,71,76,69,73,1,1,RB
8000000,75,76,26,70,71,77,57,77,3,2,LM
8000000,75,76,26,70,70,80,37,57,3,1,LM
6500000,75,76,27,67,73,76,68,79,1,1,RB
8000000,75,76,26,75,67,73,38,70,1,2,ST
7500000,75,76,27,64,71,80,58,72,3,1,CM
8000000,75,76,27,76,72,79,44,59,3,2,ST
7500000,75,76,27,73,72,74,64,72,3,1,CAM
8000000,75,76,26,71,72,78,25,62,2,2,LW
6500000,75,76,27,40,63,67,76,72,2,1,CB
6500000,75,76,27,66,69,74,71,71,2,1,RB
8000000,75,76,26,70,74,76,40,57,3,1,CAM
6500000,75,76,28,65,70,73,73,76,3,1,CDM
6500000,75,76,28,44,51,49,75,79,1,1,CB
7500000,75,76,27,69,75,78,50,61,3,1,CAM
6500000,75,76,29,34,49,54,77,77,1,1,CB
8000000,75,76,26,71,73,80,38,61,1,1,LW
7000000,75,76,26,48,67,69,71,79,2,2,LB
8000000,75,76,27,77,55,66,34,68,1,1,ST
6500000,75,76,28,20,44,54,75,80,1,1,CB
8000000,75,76,26,68,75,77,39,55,3,2,CAM
7500000,75,76,27,70,74,76,65,70,2,1,CAM
7000000,75,76,26,65,72,74,69,72,3,1,LWB
7000000,75,76,26,38,64,75,73,69,1,2,RB
8000000,75,76,25,73,69,79,42,70,2,2,RW
0,75,76,29,38,61,58,77,74,1,1,CB
6500000,75,76,27,54,68,75,71,69,1,1,RB
6500000,75,76,27,34,63,62,77,64,1,1,RB
6500000,75,76,28,59,66,68,71,72,2,1,CDM
8000000,75,76,26,64,75,80,54,61,3,1,CAM
8000000,75,76,26,67,69,79,49,56,3,1,RM
8000000,75,76,26,72,68,78,41,62,2,1,ST
8000000,75,76,26,75,68,75,46,64,2,1,ST
8000000,75,76,27,70,67,75,53,76,2,1,ST
8000000,75,76,26,66,69,75,59,71,1,1,RW
7500000,75,76,27,68,71,71,71,73,3,1,CM
8000000,75,76,26,68,68,75,58,75,3,1,RM
0,75,75,40,77,73,75,37,64,1,3,ST
4200000,75,75,33,78,73,78,32,66,2,2,ST
3200000,75,75,34,59,76,72,69,71,1,2,CM
2600000,75,75,34,52,65,70,72,81,1,2,CDM
2500000,75,75,34,44,67,64,75,71,2,1,CB
2000000,75,75,35,34,41,55,76,72,1,2,CB
3200000,75,75,34,67,72,70,71,70,2,2,CM
2000000,75,75,35,44,61,59,74,78,1,2,CB
2300000,75,75,34,56,70,71,79,70,2,3,RB
2300000,75,75,34,63,72,76,73,70,1,2,RB
3400000,75,75,34,79,74,75,46,77,3,3,CAM
2900000,75,75,35,71,78,76,47,77,2,1,RM
6500000,75,75,28,69,77,74,47,51,2,1,CAM
2900000,75,75,35,65,76,76,40,62,1,2,CAM
4300000,75,75,32,40,48,47,76,65,1,2,CB
2800000,75,75,35,70,80,71,48,60,3,2,CM
2100000,75,75,35,55,65,69,75,79,1,2,CDM
2600000,75,75,34,64,71,71,74,74,1,2,CDM
3200000,75,75,33,68,65,67,74,82,2,1,CDM
2300000,75,75,34,68,77,75,76,59,1,3,LB
2500000,75,75,34,31,61,64,76,75,1,2,CB
4000000,75,75,33,73,73,76,46,53,3,2,CAM
4000000,75,75,33,70,75,76,60,67,2,2,RM
3100000,75,75,33,33,52,55,76,73,1,2,CB
5000000,75,75,32,69,77,76,66,62,2,2,CM
2600000,75,75,34,61,67,69,74,71,3,1,CDM
4200000,75,75,33,73,68,75,43,71,1,2,ST
6000000,75,75,30,61,71,74,73,78,1,1,CM
4100000,75,75,32,52,67,70,73,74,2,1,RB
6000000,75,75,31,68,73,74,76,75,2,2,RM
6000000,75,75,31,67,72,79,30,39,1,2,CAM
5000000,75,75,32,68,72,70,65,77,3,2,CM
5500000,75,75,30,73,75,79,69,74,2,2,LB
4300000,75,75,32,55,60,57,76,72,1,1,CB
4400000,75,75,32,51,65,65,74,76,2,1,CDM
5000000,75,75,32,65,75,69,66,66,1,1,CM
4300000,75,75,32,34,57,62,76,70,1,1,CB
3900000,75,75,33,69,77,78,58,62,2,2,CM
5500000,75,75,31,66,76,74,70,68,2,2,CM
4000000,75,75,33,65,71,76,53,74,2,2,RM
3100000,75,75,33,45,51,52,75,80,1,2,CB
5500000,75,75,32,74,68,72,46,76,2,2,ST
3500000,75,75,34,77,66,74,38,66,1,2,ST
6500000,75,75,29,72,59,70,30,82,1,2,ST
6500000,75,75,29,74,59,71,33,77,2,1,ST
6500000,75,75,30,68,71,82,37,61,3,2,CAM
0,75,75,36,79,67,67,28,70,1,2,ST
3500000,75,75,34,73,60,70,39,80,1,2,ST
5500000,75,75,30,57,67,71,72,81,1,2,CDM
5500000,75,75,31,71,72,71,71,72,2,1,CM
4300000,75,75,32,53,55,55,77,75,1,1,CB
4900000,75,75,31,32,57,58,78,70,1,2,CB
4900000,75,75,31,59,65,70,74,74,2,1,CB
6500000,75,75,30,77,61,67,44,80,1,2,ST
3200000,75,75,33,58,70,68,74,73,2,2,CDM
5500000,75,75,29,53,71,65,75,75,3,2,CB
5000000,75,75,32,70,73,80,44,48,3,2,RM
6000000,75,75,31,76,65,65,20,78,1,3,ST
5500000,75,75,30,55,65,68,75,79,2,1,CDM
4900000,75,75,31,29,48,43,77,73,1,2,CB
5500000,75,75,30,38,50,56,74,79,1,1,CB
7000000,75,75,28,74,61,65,32,72,1,3,ST
4900000,75,75,31,33,53,47,76,72,1,2,CB
6500000,75,75,29,70,72,73,72,79,1,2,CM
5500000,75,75,29,58,66,73,77,67,2,2,LB
6500000,75,75,30,74,70,71,43,69,2,2,ST
3900000,75,75,33,69,74,77,58,67,3,1,CM
6500000,75,75,29,65,72,75,73,73,2,2,CM
6500000,75,75,29,68,73,70,70,69,1,1,CM
4300000,75,75,32,32,57,49,74,80,1,2,CB
5500000,75,75,29,56,69,73,73,71,2,2,LB
6500000,75,75,28,66,78,68,70,62,1,1,CM
6500000,75,75,29,75,75,78,34,63,3,2,CAM
5500000,75,75,29,74,76,76,65,69,2,1,LWB
5500000,75,75,29,44,59,50,73,76,1,1,CB
6500000,75,75,29,69,58,72,28,75,1,2,ST
5500000,75,75,30,60,71,69,70,78,2,1,CDM
5500000,75,75,30,41,58,45,75,78,1,1,CB
4800000,75,75,31,54,73,75,72,72,2,2,RB
6500000,75,75,28,70,71,75,43,70,2,1,RM
6000000,75,75,28,60,73,73,74,65,2,2,CDM
6500000,75,75,28,66,72,76,71,76,2,1,CM
5500000,75,75,30,60,72,73,72,69,1,1,RB
6000000,75,75,31,76,58,73,29,67,1,1,ST
6500000,75,75,30,69,69,79,34,75,3,2,LM
6500000,75,75,30,75,59,68,31,77,1,1,ST
6500000,75,75,30,70,75,77,34,60,3,2,CAM
5500000,75,75,30,62,72,73,75,75,1,1,RB
5500000,75,75,30,59,72,71,74,75,3,2,LWB
6500000,75,75,29,70,73,75,36,55,2,1,LM
5500000,75,75,28,58,71,73,74,69,2,2,RB
6500000,75,75,29,73,55,69,35,79,1,1,ST
6000000,75,75,31,73,59,67,41,79,1,2,ST
6500000,75,75,29,75,65,73,43,66,3,1,ST
0,75,75,30,76,59,67,38,72,1,2,ST
6500000,75,75,28,73,70,76,40,64,2,2,RM
5500000,75,75,29,62,66,70,76,75,2,1,CDM
6000000,75,75,28,40,53,58,77,70,1,1,CB
6000000,75,75,28,69,74,78,71,70,2,1,CDM
3200000,75,75,33,65,68,73,70,77,2,1,CDM
5500000,75,75,30,51,68,72,73,75,2,1,LB
6500000,75,75,28,71,63,76,34,73,3,1,LM
5500000,75,75,30,41,51,63,76,72,1,1,CB
5500000,75,75,28,61,70,74,71,74,2,1,RB
6000000,75,75,30,72,73,73,72,75,2,1,CM
6500000,75,75,29,66,70,79,40,51,1,1,LM
6000000,75,75,28,67,70,77,72,72,2,2,CDM
6500000,75,75,28,68,72,70,75,78,3,2,CM
5500000,75,75,30,50,70,54,77,67,2,2,CB
6500000,75,75,30,74,63,74,35,72,1,2,ST
3400000,75,75,34,69,73,80,61,61,3,2,CAM
5500000,75,75,30,61,68,69,75,75,2,3,CDM
7000000,75,75,28,74,69,76,35,75,1,2,ST
5500000,75,75,30,58,68,69,75,72,1,2,CDM
7000000,75,75,28,72,59,74,29,62,1,2,ST
6500000,75,75,29,71,65,70,75,81,2,1,CM
6000000,75,75,28,62,72,71,68,72,2,1,CDM
4000000,75,75,33,71,74,77,61,62,2,1,CAM
6500000,75,75,28,65,71,78,52,70,3,1,CAM
5000000,75,75,32,71,76,73,24,69,2,2,LM
4100000,75,75,32,49,66,70,72,65,2,2,LB
6500000,75,75,28,70,73,76,58,65,3,1,LM
5500000,75,75,29,43,58,60,75,77,1,2,CB
4800000,75,75,31,60,70,76,70,70,1,1,LB
3400000,75,75,34,69,73,76,47,67,2,2,CAM
3000000,75,75,33,53,70,70,71,72,2,1,RB
6500000,75,75,29,77,57,68,37,69,1,1,ST
3400000,75,75,34,63,71,79,64,64,3,1,RW
7000000,75,75,27,74,70,76,45,72,1,2,ST
5500000,75,75,29,47,66,68,74,77,2,1,CB
7000000,75,75,28,75,66,77,29,66,3,1,ST
6500000,75,75,30,75,67,75,30,67,1,1,ST
7000000,75,75,27,72,65,77,39,67,2,1,RM
4900000,75,75,31,39,55,51,74,77,1,1,CB
6500000,75,75,29,63,72,77,40,57,3,1,CAM
6000000,75,75,27,55,70,74,73,71,2,1,CDM
5500000,75,75,30,55,65,71,78,70,2,2,RB
5500000,75,75,30,61,73,73,75,74,1,1,RB
6500000,75,75,29,73,68,76,48,73,3,1,LM
6500000,75,75,28,69,76,78,43,49,2,2,CAM
6500000,75,75,29,76,59,70,38,67,1,1,ST
6500000,75,75,28,66,69,77,51,65,2,1,RM
6500000,75,75,28,67,75,78,66,63,2,1,CM
7000000,75,75,27,68,74,76,70,75,3,1,RM
6500000,75,75,29,73,74,76,47,75,3,2,LW
6500000,75,75,29,72,72,78,31,62,3,2,LM
7000000,75,75,28,74,60,66,33,77,1,2,ST
7000000,75,75,28,74,63,69,32,79,1,1,ST
7000000,75,75,27,72,78,76,43,63,2,2,LW
6500000,75,75,28,67,73,72,72,71,1,1,CM
5500000,75,75,29,64,74,75,69,75,3,2,RB
6000000,75,75,30,69,73,71,71,78,2,2,CM
6500000,75,75,28,64,70,80,63,70,2,1,CM
5500000,75,75,29,61,69,69,75,79,3,2,RB
6500000,75,75,28,71,67,75,38,63,2,1,RW
6500000,75,75,29,76,66,76,36,77,2,1,ST
7000000,75,75,27,70,64,82,44,66,2,1,LM
3200000,75,75,33,60,66,71,72,78,2,1,CDM
6500000,75,75,29,75,71,73,38,67,1,2,ST
7000000,75,75,28,76,59,74,36,62,1,1,ST
6500000,75,75,28,70,75,76,60,65,1,2,CM
4900000,75,75,31,35,45,51,75,82,1,2,CB
6500000,75,75,28,75,73,77,43,67,2,1,LM
6000000,75,75,31,75,69,75,43,67,3,1,ST
5500000,75,75,29,65,69,73,73,75,2,1,LB
5500000,75,75,30,49,65,64,75,74,1,1,CB
5000000,75,75,32,68,73,72,67,77,2,1,CM
6000000,75,75,27,57,72,73,71,71,2,1,LB
7000000,75,75,28,75,65,72,36,72,3,1,ST
6500000,75,75,28,70,74,76,54,69,3,1,RM
5000000,75,75,31,53,68,66,74,70,2,1,CDM
6500000,75,75,30,74,69,77,35,75,3,1,LM
7000000,75,75,26,74,68,79,38,67,3,1,LM
6500000,75,75,29,73,80,73,71,71,3,1,CAM
4000000,75,75,33,78,77,73,35,61,3,1,RM
7000000,75,75,28,76,65,67,38,72,1,2,ST
7000000,75,75,27,63,72,75,56,75,2,1,RM
5500000,75,75,32,73,68,79,47,70,3,2,ST
4100000,75,75,32,63,69,72,72,75,1,1,LB
7000000,75,75,27,70,65,78,36,65,3,1,RM
7000000,75,75,27,68,68,80,29,56,2,2,RM
5500000,75,75,29,61,68,69,72,79,2,1,CDM
6500000,75,75,28,70,67,77,33,62,2,1,LM
5500000,75,75,30,43,54,57,76,76,1,1,CB
5500000,75,75,30,61,67,72,71,80,1,1,LB
5500000,75,75,30,35,55,59,76,75,1,1,CB
6500000,75,75,29,75,61,66,39,79,1,1,ST
5500000,75,75,30,62,66,73,69,81,1,1,RB
7000000,75,75,28,75,54,71,39,75,1,1,ST
0,75,75,29,55,66,68,72,72,2,1,CDM
6000000,75,75,28,60,64,66,73,80,2,1,CDM
4900000,75,75,31,41,56,61,75,76,1,1,CB
6500000,75,75,28,76,65,80,47,64,2,1,RW
7000000,75,75,27,65,73,77,63,67,3,1,RM
6000000,75,75,30,72,77,71,65,67,2,1,CM
5500000,75,75,29,68,71,74,74,72,2,1,CDM
7000000,75,75,27,62,75,76,66,81,3,1,CM
6000000,75,75,27,56,70,69,73,66,2,1,LB
4900000,75,75,31,50,61,59,73,77,2,1,CB
6000000,75,75,27,50,58,51,75,74,2,1,CB
6000000,75,75,27,57,68,75,76,69,3,1,CDM
7000000,75,75,27,63,72,76,34,59,2,1,CAM
6000000,75,75,27,53,67,72,74,70,1,1,LB
2000000,75,75,35,63,69,68,75,71,3,1,CB
7000000,75,75,27,62,75,76,43,57,2,1,CAM
6000000,75,75,27,62,66,64,74,78,2,1,CDM
7000000,75,75,27,69,73,77,35,51,2,1,CAM
2900000,75,75,35,65,76,77,35,65,2,1,LW
7000000,75,75,27,73,73,75,26,63,3,1,CAM
7000000,75,75,27,71,70,75,32,55,1,1,CAM
7000000,75,75,27,75,68,71,38,76,1,1,ST
6500000,75,75,29,74,49,69,24,77,1,1,ST
0,75,75,33,71,68,78,27,74,2,1,RW
11500000,74,89,18,69,71,78,37,65,3,1,CAM
12000000,74,88,19,66,68,76,59,76,3,1,CAM
11500000,74,88,18,64,67,81,30,60,2,1,RW
10500000,74,87,19,73,64,74,25,60,3,1,CF
10000000,74,86,19,70,71,78,34,59,2,1,LM
9500000,74,85,20,66,71,76,36,68,3,1,CAM
9500000,74,85,22,67,74,75,59,57,1,1,CM
9500000,74,85,22,66,69,74,45,62,2,1,CAM
9500000,74,85,22,65,72,72,68,72,1,1,CM
10000000,74,85,20,73,61,70,36,76,1,1,ST
9500000,74,85,20,67,68,78,34,60,1,1,CAM
9000000,74,85,21,45,66,72,74,70,2,1,CB
9000000,74,85,21,39,48,57,75,75,1,1,CB
8500000,74,85,19,33,54,66,74,74,1,1,CB
10000000,74,85,20,74,63,80,28,63,2,1,ST
8500000,74,85,19,39,59,64,75,71,1,1,CB
9500000,74,85,19,62,68,78,42,51,1,1,LM
9500000,74,85,19,66,71,75,50,66,1,1,LM
9000000,74,84,21,70,73,74,68,66,2,1,CM
9000000,74,84,21,68,68,78,50,66,2,1,CAM
9000000,74,84,21,69,71,78,39,56,2,1,CAM
9000000,74,84,21,71,61,75,42,72,1,1,ST
9000000,74,84,22,72,73,78,58,60,2,1,CAM
9000000,74,84,20,65,68,79,28,48,3,1,LM
9000000,74,84,21,67,72,74,69,70,2,1,CM
8500000,74,84,23,32,55,46,75,70,1,1,CB
8000000,74,84,21,55,70,75,69,64,1,1,LB
8500000,74,84,21,68,67,74,71,78,3,1,CDM
8000000,74,83,22,65,69,73,74,70,2,1,CDM
8500000,74,83,23,65,72,75,42,57,2,1,CAM
8500000,74,83,21,60,69,75,64,72,2,1,CM
8000000,74,83,21,44,61,66,76,75,2,1,CDM
8500000,74,83,22,68,72,77,33,44,2,1,CAM
8500000,74,83,20,65,70,78,39,47,3,1,RM
8500000,74,83,19,74,60,73,29,60,1,1,ST
8500000,74,83,21,52,71,77,66,72,2,1,CM
8500000,74,83,23,62,74,78,57,64,3,1,CM
8500000,74,83,20,65,71,76,53,61,3,1,LM
8500000,74,83,21,67,64,79,36,64,3,1,LM
9000000,74,83,23,74,60,71,27,69,1,1,ST
8500000,74,83,21,71,72,76,43,59,2,1,CAM
8000000,74,83,21,50,63,67,72,72,2,1,LB
8000000,74,83,22,52,62,70,69,64,3,1,CDM
8000000,74,83,22,53,60,61,74,80,2,1,CDM
8000000,74,83,22,55,68,72,71,72,1,1,LB
7500000,74,82,24,43,61,61,75,73,2,1,CB
8500000,74,82,23,60,61,84,31,75,2,1,RW
8000000,74,82,23,70,72,70,74,73,2,1,CM
7500000,74,82,21,52,68,76,73,63,3,1,RWB
8500000,74,82,22,66,69,82,27,41,2,1,RM
8500000,74,82,22,72,60,69,29,75,1,1,ST
7500000,74,82,21,52,62,67,72,82,1,1,CB
8000000,74,82,23,69,72,78,60,68,3,1,CM
8500000,74,82,23,71,72,74,59,72,2,1,CAM
7500000,74,82,21,56,71,72,71,61,1,1,LB
7500000,74,82,23,45,52,59,74,74,1,1,CB
7500000,74,82,23,47,61,61,72,78,2,1,CB
8500000,74,82,23,64,65,77,32,63,3,1,RM
8000000,74,82,23,62,73,76,61,65,3,1,CM
8500000,74,82,22,74,61,76,34,70,1,1,ST
7500000,74,82,22,56,66,70,72,72,2,1,CDM
7500000,74,82,21,24,52,63,73,79,1,1,CB
8500000,74,82,23,61,68,75,67,58,3,1,RM
8000000,74,81,22,64,70,80,24,43,2,1,RM
7000000,74,81,24,61,65,65,74,73,2,1,CDM
7000000,74,81,25,33,49,49,75,77,1,1,CB
7000000,74,81,23,44,59,66,74,73,1,1,CB
8000000,74,81,23,69,71,77,54,54,3,1,CAM
8000000,74,81,23,71,57,69,34,72,1,1,ST
8000000,74,81,23,52,67,73,75,56,2,1,CM
8000000,74,81,22,75,61,73,39,76,1,1,ST
8000000,74,81,22,66,74,78,61,62,1,1,RM
7000000,74,81,23,32,41,42,71,84,1,1,CB
7000000,74,81,23,46,49,57,72,82,1,1,CB
0,74,81,25,62,68,63,70,83,2,1,CB
8000000,74,81,22,61,66,81,51,61,3,1,LM
8000000,74,81,23,71,60,77,38,69,3,1,ST
8000000,74,81,21,75,73,76,35,50,3,1,LM
7000000,74,81,22,39,45,60,73,75,1,1,CB
7000000,74,81,24,58,69,75,71,72,1,1,LB
7000000,74,81,22,60,75,77,69,68,2,1,CDM
8000000,74,81,22,62,70,69,70,87,3,1,CM
7000000,74,80,25,42,58,67,74,71,1,1,CB
